feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2165,1,4,Customer success note,Support teams,"Enterprise admins called out FAQ language that conflicts with admin checklist guidance, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 4,Resolved,80,Medium,No,Documentation,Resolved by Documentation,2026-05-01T07:00:28Z,2026-05-01T07:00:28Z
FB-2166,1,4,Documentation review,Security reviewers,"Security reviewers called out screenshots that no longer match the connector settings page, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 4,Routed,88,High,No,Documentation,Support -> Documentation,2026-05-20T19:15:14Z,2026-05-20T19:45:14Z
FB-2167,1,4,Internal triage,Support teams,"Security reviewers are citing FAQ language that conflicts with admin checklist guidance, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 2,Needs review,75,Medium,Review recommended,Documentation,Triage -> Documentation review,2026-05-18T20:09:30Z,2026-05-18T20:21:30Z
FB-2168,1,4,Support ticket,Security reviewers,"Enterprise admins called out missing examples for restricted workspace permissions, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 2,In progress,95,High,No,Documentation,Support -> Documentation active workstream,2026-05-09T02:49:21Z,2026-05-09T02:54:21Z
FB-2169,1,4,Support ticket,Support teams,"Customer success teams called out setup docs that describe a different approval step than the launch FAQ, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 3,Resolved,96,High,No,Documentation,Resolved by Documentation,2026-05-12T01:39:37Z,2026-05-12T02:09:37Z
FB-2170,1,4,Launch office hours,Support teams,"Customer success teams called out missing examples for restricted workspace permissions, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 3,In progress,84,Medium,No,Documentation,Support -> Documentation active workstream,2026-05-10T17:25:32Z,2026-05-10T17:25:32Z
FB-2171,1,4,Customer success note,Customer success teams,"Support teams found screenshots that no longer match the connector settings page, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 3,Routed,87,High,No,Documentation,Support -> Documentation,2026-05-19T16:58:56Z,2026-05-19T17:43:56Z
FB-2172,1,4,Documentation review,Enterprise admins,"Customer success teams reported setup docs that describe a different approval step than the launch FAQ, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 3,In progress,86,High,No,Documentation,Support -> Documentation active workstream,2026-05-02T11:54:49Z,2026-05-02T12:06:49Z
FB-2173,1,4,Customer success note,Security reviewers,"Enterprise admins called out missing examples for restricted workspace permissions, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 3,New,91,High,No,Documentation,Intake -> Documentation triage,2026-05-19T19:03:59Z,2026-05-19T19:33:59Z
FB-2174,1,4,Launch office hours,Support teams,"Security reviewers are citing screenshots that no longer match the connector settings page, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 4,Routed,85,High,No,Documentation,Support -> Documentation,2026-05-08T08:56:16Z,2026-05-08T09:26:16Z
FB-2175,1,4,Support ticket,Support teams,"Customer success teams found setup docs that describe a different approval step than the launch FAQ, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 4,Routed,79,Medium,Review recommended,Documentation,Support -> Documentation,2026-05-12T04:43:31Z,2026-05-12T04:43:31Z
FB-2176,1,4,Documentation review,Enterprise admins,"Customer success teams reported FAQ language that conflicts with admin checklist guidance, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 4,Routed,80,Medium,No,Documentation,Support -> Documentation,2026-05-14T22:40:21Z,2026-05-15T00:40:21Z
FB-2177,1,4,Support ticket,Enterprise admins,"Security reviewers called out missing examples for restricted workspace permissions, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 3,Routed,98,High,No,Documentation,Support -> Documentation,2026-05-15T09:03:31Z,2026-05-15T09:21:31Z
FB-2178,1,4,Internal triage,Support teams,"Enterprise admins found FAQ language that conflicts with admin checklist guidance, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 3,Needs review,74,Low,Review recommended,Documentation,Triage -> Documentation review,2026-05-11T02:18:14Z,2026-05-11T02:23:14Z
FB-2179,1,4,Launch office hours,Support teams,"Security reviewers reported FAQ language that conflicts with admin checklist guidance, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 4,Needs review,71,Low,Review recommended,Documentation,Triage -> Documentation review,2026-05-06T16:17:41Z,2026-05-06T16:17:41Z
FB-2180,1,4,Internal triage,Support teams,"Customer success teams reported missing examples for restricted workspace permissions, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 4,Needs review,73,Low,Review recommended,Documentation,Triage -> Documentation review,2026-05-09T07:35:42Z,2026-05-09T07:35:42Z
FB-2181,1,4,Launch office hours,Support teams,"Support teams called out setup docs that describe a different approval step than the launch FAQ, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 2,Routed,79,Medium,Review recommended,Documentation,Support -> Documentation,2026-05-20T20:26:29Z,2026-05-20T20:31:29Z
FB-2182,1,4,Internal triage,Support teams,"Enterprise admins reported setup docs that describe a different approval step than the launch FAQ, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 3,New,82,Medium,No,Documentation,Intake -> Documentation triage,2026-05-03T19:22:47Z,2026-05-03T19:40:47Z
FB-2183,1,4,Internal triage,Support teams,"Security reviewers reported screenshots that no longer match the connector settings page, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 3,New,96,High,No,Documentation,Intake -> Documentation triage,2026-05-02T03:56:02Z,2026-05-02T05:26:02Z
FB-2184,1,4,Internal triage,Support teams,"Enterprise admins reported screenshots that no longer match the connector settings page, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 4,Routed,96,High,No,Documentation,Support -> Documentation,2026-05-16T07:32:51Z,2026-05-16T07:44:51Z
FB-2185,1,4,Documentation review,Security reviewers,"Security reviewers called out screenshots that no longer match the connector settings page, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 3,Needs review,79,Medium,Review recommended,Documentation,Triage -> Documentation review,2026-05-13T01:55:39Z,2026-05-13T02:25:39Z
FB-2186,1,4,Documentation review,Security reviewers,"Support teams found setup docs that describe a different approval step than the launch FAQ, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 2,Needs review,72,Low,Review recommended,Documentation,Triage -> Documentation review,2026-05-11T11:40:29Z,2026-05-11T11:52:29Z
FB-2187,1,4,Support ticket,Enterprise admins,"Security reviewers reported setup docs that describe a different approval step than the launch FAQ, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 3,New,75,Medium,Review recommended,Documentation,Intake -> Documentation triage,2026-04-30T18:43:33Z,2026-04-30T18:43:33Z
FB-2188,1,4,Launch office hours,Security reviewers,"The doc may be correct for one tenant type, but the reviewer could not tell which setup path applied.",Documentation,Launch documentation accuracy,Sev 3,Routed,74,Low,Review recommended,Documentation,Support -> Documentation,2026-05-12T12:05:44Z,2026-05-12T13:05:44Z
FB-2189,1,4,Support ticket,Enterprise admins,"Support teams are citing screenshots that no longer match the connector settings page, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 4,Routed,96,High,No,Documentation,Support -> Documentation,2026-05-10T02:16:29Z,2026-05-10T02:21:29Z
FB-2190,1,4,Launch office hours,Security reviewers,"Enterprise admins are citing missing examples for restricted workspace permissions, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 3,New,91,High,No,Documentation,Intake -> Documentation triage,2026-05-07T11:59:41Z,2026-05-07T11:59:41Z
FB-2191,1,4,Documentation review,Enterprise admins,"Support teams are citing setup docs that describe a different approval step than the launch FAQ, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 2,Needs review,76,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-21T08:28:44Z,2026-05-21T08:46:44Z
FB-2192,1,4,Customer success note,Enterprise admins,"Security reviewers found FAQ language that conflicts with admin checklist guidance, increasing avoidable support volume.",Documentation,Launch documentation accuracy,Sev 3,Routed,81,Medium,No,Documentation,Support -> Documentation,2026-05-09T11:14:46Z,2026-05-09T11:59:46Z
FB-2193,1,4,Documentation review,Security reviewers,"Security reviewers reported setup docs that describe a different approval step than the launch FAQ, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 4,Routed,77,Medium,Review recommended,Documentation,Support -> Documentation,2026-05-04T04:32:30Z,2026-05-04T04:37:30Z
FB-2194,1,4,Documentation review,Enterprise admins,"Customer success teams found missing examples for restricted workspace permissions, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 3,In progress,94,High,No,Documentation,Support -> Documentation active workstream,2026-05-21T03:09:16Z,2026-05-21T03:21:16Z
FB-2195,1,4,Customer success note,Support teams,"Customer success teams called out setup docs that describe a different approval step than the launch FAQ, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 4,Resolved,85,High,No,Documentation,Resolved by Documentation,2026-05-09T01:49:47Z,2026-05-09T05:49:47Z
FB-2196,1,4,Customer success note,Enterprise admins,"Enterprise admins called out FAQ language that conflicts with admin checklist guidance, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 2,In progress,93,High,No,Documentation,Support -> Documentation active workstream,2026-05-20T12:43:55Z,2026-05-20T12:48:55Z
FB-2197,1,4,Customer success note,Security reviewers,"Security reviewers found missing examples for restricted workspace permissions, reducing confidence in launch readiness.",Documentation,Launch documentation accuracy,Sev 4,Routed,92,High,No,Documentation,Support -> Documentation,2026-05-04T07:05:37Z,2026-05-04T08:35:37Z
FB-2198,1,4,Launch office hours,Security reviewers,"Security reviewers reported missing examples for restricted workspace permissions, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 3,Routed,92,High,No,Documentation,Support -> Documentation,2026-05-08T04:06:36Z,2026-05-08T04:51:36Z
FB-2199,1,4,Documentation review,Customer success teams,"Customer success teams found FAQ language that conflicts with admin checklist guidance, making reviews take longer than expected.",Documentation,Launch documentation accuracy,Sev 3,Routed,95,High,No,Documentation,Support -> Documentation,2026-05-19T08:40:37Z,2026-05-19T09:25:37Z
FB-2200,1,4,Launch office hours,Support teams,"Security reviewers reported screenshots that no longer match the connector settings page, causing teams to pause setup until the docs are reconciled.",Documentation,Launch documentation accuracy,Sev 3,New,86,High,No,Documentation,Intake -> Documentation triage,2026-05-07T04:40:23Z,2026-05-07T05:40:23Z
FB-2201,1,5,Partner escalation,Enterprise admins,"Enterprise admins cannot confirm whether security review must happen before every workspace connection, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 3,Routed,90,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-21T12:58:45Z,2026-05-21T13:43:45Z
FB-2202,1,5,Internal triage,External partners,"Workspace owners cannot confirm the evidence needed to approve a restricted knowledge source, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 4,Needs review,76,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-05-02T20:04:16Z,2026-05-02T21:04:16Z
FB-2203,1,5,Admin interview,Enterprise admins,"Workspace owners flagged uncertainty about the evidence needed to approve a restricted knowledge source, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 3,Needs review,76,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-07T05:04:00Z,2026-05-07T05:04:00Z
FB-2204,1,5,Security review,Workspace owners,The reviewer approved the source but was not sure whether the connector path itself still required separate signoff.,Security Review,Approval process clarity,Sev 1,Routed,78,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-17T07:07:04Z,2026-05-17T09:07:04Z
FB-2205,1,5,Security review,External partners,The reviewer approved the source but was not sure whether the connector path itself still required separate signoff.,Security Review,Approval process clarity,Sev 2,Routed,68,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-15T14:20:33Z,2026-05-15T14:20:33Z
FB-2206,1,5,Admin interview,External partners,"Workspace owners cannot confirm who signs off when admin and security reviewers disagree, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 4,Needs review,80,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-05-09T03:56:55Z,2026-05-09T04:41:55Z
FB-2207,1,5,Partner escalation,Enterprise admins,"Workspace owners are unclear on the evidence needed to approve a restricted knowledge source, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 3,Resolved,94,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-13T20:37:08Z,2026-05-13T20:37:08Z
FB-2208,1,5,Admin interview,External partners,"Workspace owners are unclear on who signs off when admin and security reviewers disagree, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 3,Resolved,70,Low,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-13T21:14:26Z,2026-05-13T21:44:26Z
FB-2209,1,5,Security review,Enterprise admins,"Partner teams are unclear on the evidence needed to approve a restricted knowledge source, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 3,Routed,87,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-15T07:40:35Z,2026-05-15T13:40:35Z
FB-2210,1,5,Admin interview,Security reviewers,"Enterprise admins are unclear on who signs off when admin and security reviewers disagree, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 3,Routed,76,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-15T21:07:59Z,2026-05-15T21:52:59Z
FB-2211,1,5,Admin interview,Enterprise admins,"Enterprise admins are unclear on whether security review must happen before every workspace connection, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 4,Routed,83,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-04-30T15:42:17Z,2026-04-30T15:54:17Z
FB-2212,1,5,Admin interview,External partners,"Enterprise admins flagged uncertainty about which approvals are required before connector rollout, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 4,Needs review,76,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-08T21:55:10Z,2026-05-08T22:40:10Z
FB-2213,1,5,Partner escalation,Workspace owners,"Partner teams asked who owns which approvals are required before connector rollout, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 2,In progress,81,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-21T01:18:22Z,2026-05-21T01:30:22Z
FB-2214,1,5,Partner escalation,Workspace owners,The reviewer approved the source but was not sure whether the connector path itself still required separate signoff.,Security Review,Approval process clarity,Sev 4,Routed,76,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-04-30T23:05:46Z,2026-04-30T23:23:46Z
FB-2215,1,5,Security review,External partners,"Enterprise admins cannot confirm the evidence needed to approve a restricted knowledge source, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 3,Resolved,91,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-06T22:24:38Z,2026-05-07T04:24:38Z
FB-2216,1,5,Security review,Workspace owners,"Partner teams cannot confirm which approvals are required before connector rollout, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 2,Needs review,70,Low,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-05-17T18:14:03Z,2026-05-17T18:32:03Z
FB-2217,1,5,Security review,Security reviewers,"Workspace owners cannot confirm whether security review must happen before every workspace connection, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 4,Routed,84,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-15T00:40:55Z,2026-05-15T01:10:55Z
FB-2218,1,5,Documentation review,Security reviewers,"Workspace owners are unclear on the evidence needed to approve a restricted knowledge source, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 3,In progress,88,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-14T17:19:21Z,2026-05-14T23:19:21Z
FB-2219,1,5,Internal triage,Workspace owners,"Enterprise admins flagged uncertainty about which approvals are required before connector rollout, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 3,In progress,81,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-11T16:22:51Z,2026-05-11T16:52:51Z
FB-2220,1,5,Partner escalation,Security reviewers,"Partner teams asked who owns the evidence needed to approve a restricted knowledge source, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 4,New,90,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-05-05T02:16:38Z,2026-05-05T06:16:38Z
FB-2221,1,5,Admin interview,Security reviewers,"Enterprise admins cannot confirm who signs off when admin and security reviewers disagree, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 2,Routed,88,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-20T01:47:55Z,2026-05-20T02:47:55Z
FB-2222,1,5,Documentation review,Security reviewers,"Enterprise admins cannot confirm which approvals are required before connector rollout, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 4,Routed,96,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-07T07:35:19Z,2026-05-07T08:20:19Z
FB-2223,1,5,Admin interview,External partners,"Partner teams flagged uncertainty about the evidence needed to approve a restricted knowledge source, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 3,Resolved,92,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-18T15:18:49Z,2026-05-18T17:18:49Z
FB-2224,1,5,Partner escalation,Security reviewers,"Partner teams asked who owns which approvals are required before connector rollout, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 2,In progress,95,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-03T21:43:21Z,2026-05-03T23:43:21Z
FB-2225,1,5,Internal triage,Workspace owners,"Security reviewers flagged uncertainty about which approvals are required before connector rollout, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 2,In progress,81,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-13T15:59:27Z,2026-05-13T16:44:27Z
FB-2226,1,5,Partner escalation,Security reviewers,"Security reviewers cannot confirm the evidence needed to approve a restricted knowledge source, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 3,Routed,71,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-05T06:26:12Z,2026-05-05T06:38:12Z
FB-2227,1,5,Internal triage,Workspace owners,"Partner teams asked who owns who signs off when admin and security reviewers disagree, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 3,In progress,83,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-02T00:18:59Z,2026-05-02T04:18:59Z
FB-2228,1,5,Admin interview,External partners,"Security reviewers flagged uncertainty about whether security review must happen before every workspace connection, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 1,Resolved,82,Medium,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-13T09:24:10Z,2026-05-13T10:54:10Z
FB-2229,1,5,Partner escalation,Workspace owners,"Enterprise admins are unclear on who signs off when admin and security reviewers disagree, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 2,Resolved,85,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-06T09:54:22Z,2026-05-06T10:39:22Z
FB-2230,1,5,Security review,External partners,"Security reviewers cannot confirm whether security review must happen before every workspace connection, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 2,Needs review,79,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-05-14T02:22:18Z,2026-05-14T04:22:18Z
FB-2231,1,5,Security review,External partners,"Security reviewers asked who owns the evidence needed to approve a restricted knowledge source, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 3,Needs review,74,Low,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-05-17T07:22:22Z,2026-05-17T07:22:22Z
FB-2232,1,5,Documentation review,External partners,"Partner teams flagged uncertainty about who signs off when admin and security reviewers disagree, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 4,Needs review,80,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-05-11T23:30:25Z,2026-05-11T23:30:25Z
FB-2233,1,5,Internal triage,External partners,"Security reviewers cannot confirm the evidence needed to approve a restricted knowledge source, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 3,Resolved,75,Medium,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-05T17:31:19Z,2026-05-05T17:31:19Z
FB-2234,1,5,Documentation review,Workspace owners,"Partner teams asked who owns who signs off when admin and security reviewers disagree, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 4,Routed,84,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-18T08:23:58Z,2026-05-18T08:41:58Z
FB-2235,1,5,Security review,Enterprise admins,"Enterprise admins are unclear on which approvals are required before connector rollout, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 3,Resolved,84,Medium,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-13T22:31:40Z,2026-05-13T23:31:40Z
FB-2236,1,5,Security review,Workspace owners,"Workspace owners are unclear on which approvals are required before connector rollout, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 2,Routed,86,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-05T10:52:09Z,2026-05-05T11:04:09Z
FB-2237,1,5,Security review,Enterprise admins,"Enterprise admins are unclear on the evidence needed to approve a restricted knowledge source, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 2,New,91,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-05-17T09:32:31Z,2026-05-17T09:50:31Z
FB-2238,1,5,Documentation review,Workspace owners,"Workspace owners asked who owns which approvals are required before connector rollout, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 3,In progress,86,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-10T05:27:26Z,2026-05-10T07:27:26Z
FB-2239,1,5,Partner escalation,External partners,"Partner teams are unclear on who signs off when admin and security reviewers disagree, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 4,Resolved,94,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-10T06:52:49Z,2026-05-10T12:52:49Z
FB-2240,1,5,Security review,External partners,"Enterprise admins cannot confirm whether security review must happen before every workspace connection, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 3,Resolved,90,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-20T06:51:52Z,2026-05-20T06:51:52Z
FB-2241,1,5,Partner escalation,Enterprise admins,"Partner teams cannot confirm the evidence needed to approve a restricted knowledge source, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 3,In progress,88,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-04-30T14:05:40Z,2026-04-30T15:35:40Z
FB-2242,1,5,Admin interview,Security reviewers,"Partner teams flagged uncertainty about which approvals are required before connector rollout, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 4,Routed,74,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-05T22:49:23Z,2026-05-05T22:49:23Z
FB-2243,1,5,Admin interview,External partners,"Enterprise admins are unclear on whether security review must happen before every workspace connection, forcing manual review of otherwise routine setup requests.",Security Review,Approval process clarity,Sev 3,In progress,95,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-18T06:30:31Z,2026-05-18T06:48:31Z
FB-2244,1,5,Documentation review,External partners,"Enterprise admins cannot confirm who signs off when admin and security reviewers disagree, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 3,Routed,85,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-20T19:47:00Z,2026-05-20T23:47:00Z
FB-2245,1,5,Internal triage,Security reviewers,"Security reviewers are unclear on the evidence needed to approve a restricted knowledge source, delaying enterprise onboarding.",Security Review,Approval process clarity,Sev 2,Resolved,98,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-05-07T02:49:49Z,2026-05-07T03:34:49Z
FB-2246,1,5,Partner escalation,Enterprise admins,The reviewer approved the source but was not sure whether the connector path itself still required separate signoff.,Security Review,Approval process clarity,Sev 3,Needs review,72,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-06T23:19:47Z,2026-05-07T05:19:47Z
FB-2247,1,5,Admin interview,External partners,"Partner teams flagged uncertainty about who signs off when admin and security reviewers disagree, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 2,Routed,94,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-02T10:12:45Z,2026-05-02T16:12:45Z
FB-2248,1,5,Admin interview,Security reviewers,"Workspace owners asked who owns which approvals are required before connector rollout, blocking launch readiness approval.",Security Review,Approval process clarity,Sev 4,Routed,89,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-05-18T05:42:28Z,2026-05-18T09:42:28Z
FB-2249,1,5,Documentation review,External partners,The reviewer approved the source but was not sure whether the connector path itself still required separate signoff.,Security Review,Approval process clarity,Sev 2,Needs review,77,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-06T05:54:55Z,2026-05-06T06:54:55Z
FB-2250,1,5,Documentation review,External partners,"Partner teams are unclear on who signs off when admin and security reviewers disagree, creating escalation pressure before rollout.",Security Review,Approval process clarity,Sev 3,In progress,84,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-05-05T05:39:40Z,2026-05-05T05:39:40Z
FB-2251,1,6,Launch office hours,Workspace owners,"Support teams reported workspace owners losing access to a final approval step, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 4,New,98,High,No,Product Ops,Intake -> Product Ops triage,2026-05-19T04:59:52Z,2026-05-19T05:29:52Z
FB-2252,1,6,Internal triage,Enterprise admins,"The role looked correct in workspace settings, but the connector page behaved as if the admin had lower access.",Permissions,Workspace role behavior,Sev 3,In progress,74,Low,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-05-02T14:15:20Z,2026-05-02T14:20:20Z
FB-2253,1,6,Internal triage,Pilot users,"Pilot admins reported workspace owners losing access to a final approval step, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,Routed,83,Medium,No,Product Ops,Support -> Product Ops,2026-05-15T13:53:46Z,2026-05-15T14:05:46Z
FB-2254,1,6,Admin interview,Enterprise admins,"Enterprise admins are seeing role behavior that does not match expected connector setup permissions, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,Routed,84,Medium,No,Product Ops,Support -> Product Ops,2026-05-20T03:44:56Z,2026-05-20T04:44:56Z
FB-2255,1,6,Admin interview,Support teams,"Enterprise admins reported role behavior that does not match expected connector setup permissions, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Routed,83,Medium,No,Product Ops,Support -> Product Ops,2026-05-03T13:42:47Z,2026-05-03T14:00:47Z
FB-2256,1,6,Launch office hours,Workspace owners,"Enterprise admins noticed role behavior that does not match expected connector setup permissions, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 2,Routed,89,High,No,Product Ops,Support -> Product Ops,2026-05-03T21:06:12Z,2026-05-03T21:06:12Z
FB-2257,1,6,Support ticket,Workspace owners,"Pilot admins reported role behavior that does not match expected connector setup permissions, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,Routed,96,High,No,Product Ops,Support -> Product Ops,2026-05-11T23:25:26Z,2026-05-12T05:25:26Z
FB-2258,1,6,Launch office hours,Support teams,"Pilot admins reported members seeing setup options that should require admin rights, slowing launch validation.",Permissions,Workspace role behavior,Sev 3,Routed,82,Medium,No,Product Ops,Support -> Product Ops,2026-05-20T09:51:45Z,2026-05-20T13:51:45Z
